0,-0.175
4,-0.18
8,-0.18
12,-0.18
16,-0.18
20,-0.1825
24,-0.1825
28,-0.1825
32,-0.18
36,-0.1825
40,-0.18
44,-0.18
48,-0.18
52,-0.1825
56,-0.1875
60,-0.1825
64,-0.175
68,-0.1575
72,-0.13
76,-0.0925
80,-0.06
84,-0.0325
88,-0.025
92,-0.025
96,-0.025
100,-0.025
104,-0.0175
108,0
112,0.0075
116,0.0125
120,0.0125
124,0.0075
128,0.005
132,0.005
136,0.0175
140,0.0325
144,0.0525
148,0.065
152,0.0775
156,0.07
160,0.06
164,0.0575
168,0.0775
172,0.07
176,-0.06
180,-0.285
184,-0.6175
188,-0.915
192,-1.13
196,-1.3
200,-1.4175
204,-1.5125
208,-1.605
212,-1.6975
216,-1.815
220,-1.955
224,-2.0725
228,-2.13
232,-2.1325
236,-2.085
240,-2
244,-1.8575
248,-1.6825
252,-1.495
256,-1.2875
260,-1.1225
264,-1.025
268,-0.9475
272,-0.8825
276,-0.8075
280,-0.715
284,-0.6125
288,-0.5125
292,-0.39
296,-0.2325
300,-0.0375
304,0.2025
308,0.3775
312,0.5325
316,0.635
320,0.695
324,0.72
328,0.74
332,0.7475
336,0.755
340,0.765
344,0.78
348,0.7875
352,0.805
356,0.8125
360,0.83
364,0.84
368,0.8575
372,0.8775
376,0.9025
380,0.9275
384,0.96
388,0.9875
392,1.02
396,1.0525
400,1.0925
404,1.1325
408,1.175
412,1.215
416,1.255
420,1.2925
424,1.325
428,1.3575
432,1.3825
436,1.4025
440,1.41
444,1.4175
448,1.41
452,1.3975
456,1.37
460,1.34
464,1.295
468,1.2475
472,1.1825
476,1.1225
480,1.0475
484,0.975
488,0.8975
492,0.8175
496,0.74
500,0.6575
504,0.5725
508,0.4875
512,0.415
516,0.345
520,0.2725
524,0.2075
528,0.155
532,0.0975
536,0.05
540,0.005
544,-0.05
548,-0.085
552,-0.1225
556,-0.155
560,-0.18
564,-0.2
568,-0.2125
572,-0.2275
576,-0.2325
580,-0.24
584,-0.24
588,-0.245
592,-0.245
596,-0.245
600,-0.235
604,-0.2325
608,-0.235
612,-0.235
616,-0.24
620,-0.235
624,-0.235
628,-0.2275
632,-0.2275
636,-0.22
640,-0.22
644,-0.215
648,-0.2225
652,-0.2275
656,-0.2275
660,-0.2275
664,-0.2225
668,-0.22
672,-0.2225
676,-0.2225
680,-0.2225
684,-0.2275
688,-0.2275
692,-0.2325
696,-0.2325
700,-0.2275
704,-0.2275
708,-0.2325
712,-0.2275
716,-0.2225
720,-0.2225
724,-0.2225
728,-0.215
732,-0.2025
736,-0.17
740,-0.1375
744,-0.1025
748,-0.0775
752,-0.0575
756,-0.0575
760,-0.0575
764,-0.0525
768,-0.05
772,-0.045
776,-0.0325
780,-0.02
784,0.0075
788,0.0275
792,0.045
796,0.065
800,0.0825
804,0.09
808,0.09
812,0.11
816,0.0975
820,-0.0275
824,-0.255
828,-0.5475
832,-0.8625
836,-1.11
840,-1.2875
844,-1.405
848,-1.5025
852,-1.585
856,-1.6825
860,-1.8
864,-1.93
868,-2.04
872,-2.0925
876,-2.0875
880,-2.0425
884,-1.955
888,-1.82
892,-1.6575
896,-1.475
900,-1.2925
904,-1.1325
908,-1.025
912,-0.9425
916,-0.8825
920,-0.8125
924,-0.7275
928,-0.625
932,-0.52
936,-0.3975
940,-0.2525
944,-0.065
948,0.15
952,0.345
956,0.505
960,0.61
964,0.6675
968,0.695
972,0.7075
976,0.72
980,0.7325
984,0.7475
988,0.755
992,0.7725
996,0.785
1000,0.7975
1004,0.8125
1008,0.83
1012,0.85
1016,0.87
1020,0.89
1024,0.91
1028,0.9425
1032,0.975
1036,1.0075
1040,1.04
1044,1.08
1048,1.1225
1052,1.1625
1056,1.1975
1060,1.24
1064,1.2725
1068,1.305
1072,1.3325
1076,1.3575
1080,1.3775
1084,1.3925
1088,1.3975
1092,1.3925
1096,1.3825
1100,1.3575
1104,1.32
1108,1.275
1112,1.2275
1116,1.1625
1120,1.0975
1124,1.0275
1128,0.96
1132,0.885
1136,0.8075
1140,0.7325
1144,0.6575
1148,0.58
1152,0.505
1156,0.4225
1160,0.35
1164,0.28
1168,0.22
1172,0.1575
1176,0.1025
1180,0.0525
1184,0.0075
1188,-0.05
1192,-0.09
1196,-0.125
1200,-0.1625
1204,-0.1875
1208,-0.2125
1212,-0.22
1216,-0.2275
1220,-0.2325
1224,-0.235
1228,-0.235
1232,-0.24
1236,-0.245
1240,-0.255
1244,-0.26
1248,-0.26
1252,-0.255
1256,-0.26
1260,-0.2525
1264,-0.2525
1268,-0.2525
1272,-0.26
1276,-0.265
1280,-0.265
1284,-0.265
1288,-0.2675
1292,-0.2675
1296,-0.2675
1300,-0.2775
1304,-0.2725
1308,-0.2725
1312,-0.265
1316,-0.2675
1320,-0.2675
1324,-0.2775
1328,-0.28
1332,-0.285
1336,-0.285
1340,-0.28
1344,-0.2725
1348,-0.2725
1352,-0.2675
1356,-0.2775
1360,-0.2775
1364,-0.2775
1368,-0.2775
1372,-0.2775
1376,-0.2775
1380,-0.28
1384,-0.2775
1388,-0.2775
1392,-0.2725
1396,-0.255
1400,-0.2325
1404,-0.195
1408,-0.1625
1412,-0.13
1416,-0.105
1420,-0.0975
1424,-0.0925
1428,-0.065
1432,-0.0325
1436,0.0075
1440,0.0325
1444,0.045
1448,0.04
1452,0.045
1456,0.065
1460,0.0575
1464,-0.0725
1468,-0.3
1472,-0.5975
1476,-0.91
1480,-1.155
1484,-1.3325
1488,-1.4575
1492,-1.5525
1496,-1.6325
1500,-1.74
1504,-1.8525
1508,-1.975
1512,-2.0725
1516,-2.105
1520,-2.075
1524,-1.995
1528,-1.8775
1532,-1.73
1536,-1.56
1540,-1.3825
1544,-1.1875
1548,-1.035
1552,-0.9275
1556,-0.8625
1560,-0.8075
1564,-0.7525
1568,-0.6875
1572,-0.6025
1576,-0.5
1580,-0.39
1584,-0.2525
1588,-0.0975
1592,0.0925
1596,0.28
1600,0.4475
1604,0.565
1608,0.635
1612,0.6675
1616,0.675
1620,0.6825
1624,0.6875
1628,0.7
1632,0.71
1636,0.72
1640,0.7275
1644,0.74
1648,0.7525
1652,0.7725
1656,0.7875
1660,0.8125
1664,0.84
1668,0.87
1672,0.9025
1676,0.935
1680,0.97
1684,1.0125
1688,1.0475
1692,1.085
1696,1.1225
1700,1.1625
1704,1.1975
1708,1.235
1712,1.275
1716,1.3075
1720,1.3325
1724,1.35
1728,1.36
1732,1.3575
1736,1.35
1740,1.325
1744,1.2925
1748,1.2425
1752,1.19
1756,1.1325
1760,1.0725
1764,1.0125
1768,0.9475
1772,0.8775
1776,0.805
1780,0.7275
1784,0.645
1788,0.565
1792,0.48
1796,0.41
1800,0.35
1804,0.285
1808,0.2225
1812,0.17
1816,0.115
1820,0.06
1824,0.0125
1828,-0.04
1832,-0.09
1836,-0.125
1840,-0.1625
1844,-0.19
1848,-0.2125
1852,-0.2275
1856,-0.24
1860,-0.2525
1864,-0.2675
1868,-0.285
1872,-0.2975
1876,-0.305
1880,-0.3
1884,-0.2975
1888,-0.2925
1892,-0.2925
1896,-0.2925
1900,-0.2925
1904,-0.2925
1908,-0.3
1912,-0.31
1916,-0.3125
1920,-0.3125
1924,-0.31
1928,-0.2975
1932,-0.2925
1936,-0.2875
1940,-0.2925
1944,-0.2925
1948,-0.2925
1952,-0.2925
1956,-0.2925
1960,-0.2925
1964,-0.2925
1968,-0.2875
1972,-0.2775
1976,-0.2725
1980,-0.2675
1984,-0.2675
1988,-0.2675
1992,-0.2725
1996,-0.2675
2000,-0.265
2004,-0.26
2008,-0.26
2012,-0.2525
2016,-0.2525
2020,-0.255
2024,-0.26
2028,-0.2525
2032,-0.2475
2036,-0.2475
2040,-0.2475
2044,-0.24
2048,-0.235
2052,-0.2275
2056,-0.2075
2060,-0.175
2064,-0.13
2068,-0.0825
2072,-0.0375
2076,0.005
2080,0.0325
2084,0.05
2088,0.0525
2092,0.0575
2096,0.0775
2100,0.115
2104,0.0925
2108,-0.07
2112,-0.33
2116,-0.65
2120,-0.9625
2124,-1.2025
2128,-1.3375
2132,-1.45
2136,-1.535
2140,-1.63
2144,-1.735
2148,-1.8525
2152,-1.9625
2156,-2.0475
2160,-2.06
2164,-2
2168,-1.89
2172,-1.75
2176,-1.5875
2180,-1.4025
2184,-1.21
2188,-1.0325
2192,-0.895
2196,-0.8
2200,-0.7425
2204,-0.695
2208,-0.6425
2212,-0.58
2216,-0.505
2220,-0.4075
2224,-0.3
2228,-0.1625
2232,0
2236,0.18
2240,0.365
2244,0.515
2248,0.6175
2252,0.6825
